id,name,category,measure,date,non_compliance
GMB,Gambia,Movement restrictions,International flights suspension,2020-03-13,
GMB,Gambia,Governance and socio-economic measures,State of emergency declared,2020-04-01,
GMB,Gambia,Social distancing,Public services closure,2020-04-01,
GMB,Gambia,Social distancing,Limit public gatherings,2020-04-01,
GEO,Georgia,Movement restrictions,Visa restrictions,2020-03-18,
GEO,Georgia,Movement restrictions,Additional health/documents requirements upon arrival,2020-03-16,
GEO,Georgia,Public health measures,Introduction of quarantine policies,2020-03-16,
GEO,Georgia,Movement restrictions,International flights suspension,2020-03-21,
GEO,Georgia,Public health measures,Introduction of quarantine policies,2020-03-21,
GEO,Georgia,Movement restrictions,Border closure,2020-03-21,
GEO,Georgia,Governance and socio-economic measures,State of emergency declared,2020-03-23,Not applicable
GEO,Georgia,Social distancing,Public services closure,2020-03-23,Fines
GEO,Georgia,Social distancing,Limit public gatherings,2020-03-23,Fines
GEO,Georgia,Public health measures,Introduction of quarantine policies,2020-03-23,Fines
GEO,Georgia,Lockdown,Partial lockdown,2020-03-23,Not applicable
GEO,Georgia,Movement restrictions,Domestic travel restrictions,2020-03-24,Not applicable
GEO,Georgia,Movement restrictions,Visa restrictions,2020-03-16,Not applicable
GEO,Georgia,Movement restrictions,Domestic travel restrictions,2020-03-27,Not available
GEO,Georgia,Social distancing,Public services closure,2020-03-27,Not available
GEO,Georgia,Movement restrictions,Border closure,2020-03-15,Not available
GEO,Georgia,Movement restrictions,Curfews,2020-03-31,Not available
GEO,Georgia,Social distancing,Public services closure,2020-03-18,Not available
GEO,Georgia,Governance and socio-economic measures,State of emergency declared,2020-03-21,Not applicable
GEO,Georgia,Lockdown,Full lockdown,2020-03-30,Not available
GEO,Georgia,Governance and socio-economic measures,Economic measures,2020-04-03,Not applicable
DEU,Germany,Governance and socio-economic measures,Economic measures,2020-03-15,Not applicable
DEU,Germany,Public health measures,Strengthening the public health system,2020-03-16,Not applicable
DEU,Germany,Public health measures,Strengthening the public health system,2020-03-11,Not applicable
DEU,Germany,Social distancing,Limit public gatherings,2020-03-10,Not applicable
DEU,Germany,Movement restrictions,Border checks,2020-03-10,Not applicable
DEU,Germany,Governance and socio-economic measures,Economic measures,2020-03-10,Not applicable
DEU,Germany,Public health measures,Awareness campaigns,2020-02-06,Not applicable
DEU,Germany,Governance and socio-economic measures,Limit product imports/exports,2020-03-04,Not applicable
DEU,Germany,Movement restrictions,Additional health/documents requirements upon arrival,2020-02-29,Not applicable
DEU,Germany,Public health measures,Introduction of quarantine policies,2020-03-12,Not applicable
DEU,Germany,Movement restrictions,Border closure,2020-03-16,Not applicable
DEU,Germany,Social distancing,Schools closure,2020-03-16,Not applicable
DEU,Germany,Lockdown,Partial lockdown,2020-03-21,Not available
DEU,Germany,Social distancing,Public services closure,2020-03-22,Not available
DEU,Germany,Social distancing,Limit public gatherings,2020-03-22,Not available
DEU,Germany,Social distancing,Public services closure,2020-03-16,Not available
DEU,Germany,Social distancing,Limit public gatherings,2020-03-14,Not available
DEU,Germany,Public health measures,General recommendations,2020-03-30,Not applicable
DEU,Germany,Governance and socio-economic measures,Economic measures,2020-03-27,Not applicable
DEU,Germany,Public health measures,Strengthening the public health system,2020-03-30,Not applicable
DEU,Germany,Public health measures,Strengthening the public health system,2020-03-25,Not applicable
DEU,Germany,Movement restrictions,Border closure,2020-03-25,Not applicable
DEU,Germany,Public health measures,Strengthening the public health system,2020-03-23,Not applicable
DEU,Germany,Governance and socio-economic measures,Economic measures,2020-03-23,not applicable
DEU,Germany,Governance and socio-economic measures,Economic measures,2020-03-23,not applicable
DEU,Germany,Governance and socio-economic measures,Economic measures,2020-03-23,not applicable
DEU,Germany,Governance and socio-economic measures,Economic measures,2020-04-03,Not applicable
DEU,Germany,Governance and socio-economic measures,Economic measures,2020-04-01,Not applicable
DEU,Germany,Movement restrictions,Additional health/documents requirements upon arrival,2020-04-03,Not applicable
DEU,Germany,Governance and socio-economic measures,Military deployment,2020-04-03,Not applicable
DEU,Germany,Governance and socio-economic measures,Economic measures,2020-04-02,Not applicable
DEU,Germany,Public health measures,Strengthening the public health system,,Not applicable
GHA,Ghana,Movement restrictions,Visa restrictions,2020-03-17,
GHA,Ghana,Public health measures,Introduction of quarantine policies,2020-03-15,
GHA,Ghana,Movement restrictions,Additional health/documents requirements upon arrival,2020-03-15,
GHA,Ghana,Movement restrictions,International flights suspension,2020-03-15,
GHA,Ghana,Social distancing,Schools closure,2020-03-16,
GHA,Ghana,Movement restrictions,International flights suspension,2020-03-11,
GHA,Ghana,Public health measures,General recommendations,2020-03-06,
GHA,Ghana,Movement restrictions,International flights suspension,2020-03-10,
GHA,Ghana,Public health measures,General recommendations,2020-03-15,
GHA,Ghana,Public health measures,Introduction of quarantine policies,2020-03-17,
GHA,Ghana,Movement restrictions,Border closure,2020-03-23,
GHA,Ghana,Public health measures,Health screenings in airports and border crossings,2020-03-21,
GHA,Ghana,Public health measures,Strengthening the public health system,2020-03-21,
GHA,Ghana,Lockdown,Partial lockdown,2020-03-30,
GHA,Ghana,Lockdown,Partial lockdown,2020-03-30,
GHA,Ghana,Public health measures,Testing policy,2020-03-28,
GHA,Ghana,Governance and socio-economic measures,Economic measures,2020-03-28,
GHA,Ghana,Governance and socio-economic measures,Emergency administrative structures activated or established,2020-03-28,
GHA,Ghana,Public health measures,Strengthening the public health system,2020-04-01,
GHA,Ghana,Governance and socio-economic measures,Economic measures,2020-04-05,
GHA,Ghana,Governance and socio-economic measures,Emergency administrative structures activated or established,2020-04-05,
GHA,Ghana,Governance and socio-economic measures,Economic measures,2020-04-05,
GHA,Ghana,Governance and socio-economic measures,Economic measures,2020-04-05,
GHA,Ghana,Public health measures,Strengthening the public health system,2020-04-05,
GHA,Ghana,Public health measures,Strengthening the public health system,2020-04-07,
GHA,Ghana,Public health measures,Strengthening the public health system,2020-04-05,
GRC,Greece,Public health measures,Awareness campaigns,2020-03-09,Not applicable
GRC,Greece,Social distancing,Limit public gatherings,2020-03-13,Not applicable
GRC,Greece,Social distancing,Schools closure,2020-03-11,Not applicable
GRC,Greece,Governance and socio-economic measures,Economic measures,2020-03-13,Not applicable
GRC,Greece,Public health measures,Health screenings in airports and border crossings,,Not applicable
GRC,Greece,Public health measures,Strengthening the public health system,2020-03-13,Not applicable
GRC,Greece,Movement restrictions,Border closure,2020-03-15,Not applicable
GRC,Greece,Movement restrictions,International flights suspension,2020-03-09,Not applicable
GRC,Greece,Public health measures,Introduction of quarantine policies,,Not applicable
GRC,Greece,Social distancing,Public services closure,2020-03-18,
GRC,Greece,Movement restrictions,Border closure,2020-03-15,
GRC,Greece,Movement restrictions,Border closure,2020-03-21,
GRC,Greece,Lockdown,Lockdown of refugee/idp camps or other minorities,2020-03-17,
GRC,Greece,Movement restrictions,Visa restrictions,2020-03-18,
GRC,Greece,Public health measures,Introduction of quarantine policies,2020-03-16,
GRC,Greece,Lockdown,Partial lockdown,2020-03-23,Fines
GRC,Greece,Movement restrictions,International flights suspension,2020-03-23,Not applicable
GRC,Greece,Movement restrictions,Curfews,2020-03-23,Fines
GRC,Greece,Social distancing,Public services closure,2020-03-25,Not available
GRC,Greece,Social distancing,Schools closure,2020-03-26,Not available
GRC,Greece,Lockdown,Lockdown of refugee/idp camps or other minorities,2020-04-02,Not available
GRC,Greece,Governance and socio-economic measures,Economic measures,2020-04-02,Not applicable
GRC,Greece,Governance and socio-economic measures,Economic measures,2020-03-30,Not applicable
GTM,Guatemala,Movement restrictions,Visa restrictions,2020-03-12,Not available
GTM,Guatemala,Public health measures,Introduction of quarantine policies,2020-03-12,Not available
GTM,Guatemala,Public health measures,Health screenings in airports and border crossings,2020-03-12,Not available
GTM,Guatemala,Movement restrictions,Border closure,2020-03-16,
GTM,Guatemala,Movement restrictions,International flights suspension,2020-03-16,
GTM,Guatemala,Movement restrictions,Border closure,2020-03-16,
GTM,Guatemala,Social distancing,Schools closure,2020-03-14,
GTM,Guatemala,Social distancing,Limit public gatherings,2020-03-14,
GTM,Guatemala,Movement restrictions,Border closure,2020-03-17,
GTM,Guatemala,Movement restrictions,Curfews,2020-03-22,Arrest/Detention
GTM,Guatemala,Movement restrictions,Surveillance and monitoring,2020-03-22,Arrest/Detention
GTM,Guatemala,Governance and socio-economic measures,Economic measures,2020-03-30,Not applicable
GTM,Guatemala,Movement restrictions,Curfews,2020-03-28,Not available
GTM,Guatemala,Movement restrictions,Visa restrictions,2020-03-17,Refusal to enter the country
GTM,Guatemala,Movement restrictions,Visa restrictions,2020-03-19,Not applicable
GTM,Guatemala,Movement restrictions,Border closure,2020-03-31,Not applicable
GTM,Guatemala,Governance and socio-economic measures,Economic measures,2020-03-30,Not applicable
GTM,Guatemala,Movement restrictions,Curfews,2020-03-29,Arrest/Detention
GTM,Guatemala,Movement restrictions,Curfews,2020-03-29,
GIN,Guinea,Movement restrictions,International flights suspension,2020-03-21,Not applicable
GIN,Guinea,Public health measures,Health screenings in airports and border crossings,2020-02-29,Not applicable
GIN,Guinea,Public health measures,Introduction of quarantine policies,2020-03-18,Not applicable
GIN,Guinea,Movement restrictions,International flights suspension,2020-03-21,Not applicable
GIN,Guinea,Governance and socio-economic measures,State of emergency declared,2020-03-26,
GIN,Guinea,Movement restrictions,Border closure,2020-03-26,Not available
GIN,Guinea,Social distancing,Limit public gatherings,2020-03-26,Not available
GIN,Guinea,Social distancing,Limit public gatherings,2020-03-26,Not available
GIN,Guinea,Social distancing,Schools closure,2020-03-26,Not available
GIN,Guinea,Social distancing,Limit public gatherings,2020-03-26,Not available
GNB,Guinea-Bissau,Public health measures,Health screenings in airports and border crossings,2020-03-11,
GNB,Guinea-Bissau,Movement restrictions,International flights suspension,2020-03-11,
GNB,Guinea-Bissau,Movement restrictions,Border closure,2020-03-18,Not applicable
GNB,Guinea-Bissau,Movement restrictions,International flights suspension,2020-03-18,Not applicable
GNB,Guinea-Bissau,Social distancing,Limit public gatherings,2020-03-17,Not available
GNB,Guinea-Bissau,Social distancing,Schools closure,2020-03-17,Not applicable
GNB,Guinea-Bissau,Social distancing,Public services closure,2020-03-17,Not available
GNB,Guinea-Bissau,Movement restrictions,Domestic travel restrictions,2020-03-25,Not available
GNB,Guinea-Bissau,Movement restrictions,Domestic travel restrictions,2020-03-25,Not applicable
GNB,Guinea-Bissau,Social distancing,Public services closure,2020-03-25,Not applicable
GNB,Guinea-Bissau,Governance and socio-economic measures,State of emergency declared,2020-03-27,Not available
GNB,Guinea-Bissau,Governance and socio-economic measures,State of emergency declared,2020-04-03,Not available
GNB,Guinea-Bissau,Movement restrictions,Border closure,2020-04-03,Not available
GNB,Guinea-Bissau,Movement restrictions,International flights suspension,2020-04-03,Not available
GNB,Guinea-Bissau,Movement restrictions,Domestic travel restrictions,2020-04-03,Not available
GNB,Guinea-Bissau,Social distancing,Public services closure,2020-04-03,Not available
